便秘	950103138-001	 茶:6 黒:2 赤:1 灰:1 桃:1
便秘	950103138-010	 茶:7 灰:2 紫:1 赤:1
便秘	950104043-008	 茶:9 黒:1 緑:1
刑事	950101163-003	 黒:6 緑:2 茶:1 灰:1 白:1
刑事	950101163-001	 黒:7 灰:4
刑事	950101163-007	 黒:6 紫:1 青:1 茶:1 黄:1 灰:1
銀行	950105186-003	 青:5 灰:3 白:2 黄:1
銀行	950104170-002	 灰:5 白:3 青:1 橙:1 緑:1
銀行	950105001-001	 青:4 灰:3 紫:1 茶:1 黄:1 白:1
歌手	950104119-001	 赤:3 緑:3 青:2 紫:1 黄:1 灰:1
歌手	950104065-016	 赤:2 黄:2 桃:2 紫:1 青:1 茶:1 黒:1 白:1
歌手	950104099-003	 紫:2 赤:2 黒:2 桃:1 緑:1 青:1 灰:1 白:1
主役	950104049-009	 赤:7 橙:1 黄:1 黒:1 白:1
主役	950104120-009	 赤:3 青:2 黒:2 緑:2 紫:1 灰:1
主役	950104049-006	 赤:3 白:2 青:1 紫:1 茶:1 橙:1 黄:1 緑:1
約束	950103032-002	 緑:4 桃:2 灰:2 青:1 赤:1 黒:1
約束	950105044-009	 赤:5 黄:2 灰:2 橙:1 白:1
約束	950105020-008	 青:4 赤:4 黄:1 黒:1 白:1
同氏	950107050-005	 灰:5 橙:2 紫:1 黒:1 白:1 緑:1
同氏	950106021-014	 青:2 赤:2 茶:2 紫:1 黄:1 灰:1 黒:1 緑:1
同氏	950104159-003	 緑:3 青:2 茶:2 灰:2 黒:1 白:1
候補	950101104-009	 灰:3 黒:2 赤:1 桃:1 緑:1 青:1 黄:1 白:1
候補	950104211-007	 青:3 赤:3 紫:1 橙:1 黄:1 黒:1 白:1
候補	950107102-006	 青:3 黒:3 紫:1 黄:1 灰:1 白:1 緑:1
旗	950106015-002	 白:3 青:2 赤:2 緑:2 黄:1 桃:1
旗	950105010-005	 赤:4 白:3 青:1 橙:1 黄:1 緑:1
旗	950105014-001	 赤:5 白:5 紫:1
解決	950106168-011	 緑:3 青:2 黄:2 灰:2 紫:1 橙:1
解決	950107052-002	 緑:4 青:3 白:3 橙:1
解決	950105189-004	 青:4 赤:2 白:2 茶:1 灰:1 緑:1
休暇	950104188-004	 青:3 赤:3 茶:1 橙:1 黄:1 黒:1 白:1
休暇	950104170-005	 緑:5 白:4 青:1 黄:1
休暇	950101044-003	 緑:4 赤:3 青:2 桃:1 白:1
かまぼこ	950105201-002	 桃:5 白:3 青:1 黄:1 灰:1
かまぼこ	950105201-002	 桃:5 白:2 青:1 橙:1 灰:1 緑:1
かまぼこ	950105082-003	 桃:7 茶:1 赤:1 橙:1 白:1
店舗	950107026-008	 青:3 白:3 黄:2 灰:1 黒:1 緑:1
店舗	950104210-001	 赤:2 青:2 灰:2 緑:1 茶:1 橙:1 黒:1 白:1
店舗	950104210-001	 灰:2 黒:2 白:2 紫:1 赤:1 桃:1 緑:1 青:1
上演	950107129-003	 青:6 橙:2 黄:2 白:1
上演	950101106-004	 赤:3 青:2 黄:2 橙:1 黒:1 白:1 緑:1
上演	950107129-012	 赤:3 白:3 青:1 紫:1 茶:1 黄:1 緑:1
脚本	950105115-009	 茶:2 黄:2 白:2 青:1 橙:1 灰:1 黒:1 緑:1
脚本	950104184-002	 黄:3 茶:2 橙:2 白:2 黒:1 緑:1
脚本	950104186-011	 白:5 黒:2 青:1 茶:1 黄:1 灰:1
大学生	950101136-007	 白:3 青:2 黒:2 茶:1 黄:1 桃:1 緑:1
大学生	950104114-002	 青:4 黒:3 茶:2 黄:1 白:1
大学生	950105206-016	 白:4 茶:2 緑:2 青:1 黄:1 桃:1
広範	950107017-007	 橙:2 黄:2 白:2 緑:2 紫:1 青:1 桃:1
広範	950101018-003	 青:5 橙:2 緑:2 紫:1 白:1
広範	950101008-039	 青:3 赤:2 白:2 紫:1 茶:1 灰:1 緑:1
誤算	950103055-010	 灰:4 茶:3 青:2 桃:1 黒:1
誤算	950104077-008	 黒:4 灰:3 青:1 紫:1 黄:1 白:1
誤算	950106113-004	 赤:3 橙:3 灰:2 紫:1 黒:1 白:1
王者	950105112-003	 赤:4 黄:4 青:2 橙:1
王者	950101144-007	 赤:3 紫:2 青:2 黄:2 茶:1 緑:1
王者	950103080-002	 赤:4 黄:3 紫:2 橙:1 白:1
見出し	950101034-006	 赤:3 黄:2 黒:2 青:1 橙:1 灰:1 白:1
見出し	950103086-015	 赤:3 白:3 青:2 黄:2 黒:1
見出し	950106134-005	 白:4 黒:3 赤:2 橙:1 黄:1
税制	950104129-004	 黒:4 黄:2 青:1 赤:1 茶:1 橙:1 緑:1
税制	950104211-011	 緑:3 黄:2 黒:2 白:2 青:1 灰:1
税制	950101011-012	 黒:3 青:2 黄:2 橙:1 茶:1 灰:1 白:1
院	950104126-003	 白:5 紫:1 青:1 橙:1 茶:1 黄:1 黒:1
院	950105001-010	 白:4 黒:2 灰:2 青:1 赤:1 黄:1
院	950105182-013	 赤:2 灰:2 白:2 緑:2 紫:1 青:1 黒:1
業者	950103085-004	 灰:3 橙:2 茶:2 青:1 紫:1 黒:1 緑:1
業者	950101118-002	 黒:5 橙:1 茶:1 黄:1 灰:1 白:1 緑:1
業者	950103036-008	 茶:3 紫:2 黒:2 青:1 桃:1 灰:1 緑:1
直面	950106187-004	 赤:4 黄:2 青:1 橙:1 黒:1 灰:1 白:1
直面	950104063-001	 赤:3 灰:3 橙:2 黄:2 黒:1
直面	950105033-010	 赤:3 灰:2 青:1 茶:1 黄:1 黒:1 桃:1 緑:1
地上	950104228-005	 茶:3 青:2 緑:2 黄:1 灰:1 黒:1 白:1
地上	950104227-004	 茶:7 緑:2 灰:1 黒:1
地上	950103116-008	 茶:4 青:2 白:2 橙:1 灰:1 黒:1
出足	950105094-009	 緑:3 青:2 橙:2 紫:1 赤:1 灰:1 黒:1
出足	950105094-010	 紫:3 茶:2 黒:2 青:1 橙:1 灰:1 白:1
出足	950103070-020	 黄:4 黒:2 白:2 青:1 紫:1 緑:1
湯	950106180-024	 白:4 青:2 赤:2 茶:1 黄:1 桃:1
湯	950106180-006	 赤:2 黄:2 灰:2 白:2 青:1 桃:1 緑:1
湯	950106180-024	 白:5 青:3 橙:1 灰:1 桃:1
正月	950105055-002	 赤:3 白:3 紫:1 青:1 黄:1 黒:1 緑:1
正月	950105230-006	 白:6 赤:2 緑:2 黒:1
正月	950104127-001	 白:6 赤:2 黄:2 緑:1
夫婦	950105123-004	 桃:4 青:2 橙:1 赤:1 黒:1 灰:1 緑:1
夫婦	950105123-002	 桃:5 赤:3 緑:2 橙:1
夫婦	950105123-007	 桃:3 橙:2 緑:2 青:1 赤:1 灰:1 白:1
依頼	950101157-018	 青:4 桃:2 橙:1 黄:1 黒:1 白:1 緑:1
依頼	950105123-005	 青:5 赤:2 紫:1 黄:1 黒:1 緑:1
依頼	950106177-008	 白:4 黄:3 緑:2 赤:1 黒:1
開放	950101174-002	 青:5 白:2 赤:1 黄:1 灰:1 緑:1
開放	950105080-004	 青:5 赤:3 白:2 黒:1
開放	950106021-015	 白:3 緑:3 橙:2 紫:1 青:1 赤:1
歓迎	950101071-027	 橙:3 黄:3 桃:2 青:1 茶:1 赤:1
歓迎	950105078-001	 橙:5 青:3 灰:1 黒:1 緑:1
歓迎	950101014-002	 黄:5 橙:3 桃:2 白:1
記録	950104003-004	 赤:2 黒:2 紫:1 緑:1 青:1 茶:1 橙:1 灰:1 白:1
記録	950101095-002	 青:3 赤:2 黒:2 緑:2 黄:1 灰:1
記録	950103056-005	 青:2 赤:2 黄:2 白:2 茶:1 橙:1 桃:1
論争	950101031-005	 赤:6 黒:2 灰:2 青:1
論争	950103008-031	 赤:4 黒:4 橙:1 黄:1 灰:1
論争	950106129-003	 赤:5 茶:2 黒:2 青:1 黄:1
ドル高	950105065-001	 赤:4 黄:2 灰:2 青:1 橙:1 黒:1
ドル高	950104147-001	 赤:8 黄:1 黒:1 白:1
ドル高	950104147-002	 青:4 黄:3 橙:2 桃:1 黒:1
刃物	950105156-001	 灰:5 赤:3 黄:1 黒:1 白:1
刃物	950104110-003	 灰:4 黒:2 白:2 赤:1 黄:1 緑:1
刃物	950103107-001	 灰:5 白:3 赤:1 桃:1 黒:1
更新	950105154-003	 青:4 黒:2 赤:1 黄:1 桃:1 白:1 緑:1
更新	950101095-004	 桃:3 白:3 緑:2 青:1 黄:1 黒:1
更新	950103014-011	 青:3 白:3 灰:2 赤:1 橙:1 緑:1
始め	950104127-001	 白:4 赤:3 黄:1 桃:1 黒:1 緑:1
始め	950104202-002	 白:3 橙:2 赤:2 緑:2 青:1 黒:1
始め	950106178-013	 白:3 青:2 黄:2 緑:2 赤:1 茶:1
倉庫	950105145-024	 茶:3 灰:3 紫:1 橙:1 桃:1 黒:1 緑:1
倉庫	950103094-001	 灰:7 黒:2 赤:1 緑:1
倉庫	950103094-001	 黒:6 灰:4 紫:1
花	950104222-006	 桃:5 白:3 赤:2 黄:1
花	950105233-003	 桃:4 橙:2 赤:2 紫:1 青:1 緑:1
花	950105233-004	 桃:4 赤:2 黄:2 青:1 紫:1 橙:1
工程	950104101-001	 黒:5 紫:2 茶:2 青:1 灰:1
工程	950104101-008	 茶:3 灰:3 白:3 黒:1 緑:1
工程	950105203-011	 白:3 青:2 茶:2 紫:1 黒:1 灰:1 緑:1
前線	950103022-004	 黄:3 赤:2 橙:2 青:1 茶:1 黒:1 緑:1
前線	950107102-009	 青:3 黄:3 赤:2 橙:1 白:1 緑:1
前線	950104086-004	 赤:6 青:3 黄:1 緑:1
在り	950104047-004	 白:3 緑:2 茶:1 橙:1 黄:1 灰:1 黒:1 桃:1
在り	950103008-003	 白:3 灰:2 緑:1 青:1 橙:1 茶:1 黄:1 黒:1
在り	950105170-020	 青:3 紫:2 茶:2 黒:2 赤:1 桃:1
転落	950107027-007	 赤:5 黒:3 青:2 灰:1
転落	950103097-001	 灰:4 黒:3 赤:2 黄:1 桃:1
転落	950105122-002	 灰:3 茶:2 黒:2 紫:1 青:1 赤:1 黄:1
解散	950103008-018	 黒:4 灰:2 紫:1 赤:1 茶:1 黄:1 白:1
解散	950103008-036	 紫:2 黄:2 黒:2 白:2 茶:1 赤:1 灰:1
解散	950101008-006	 橙:2 茶:2 赤:2 灰:2 黄:1 黒:1 白:1
ガス	950103002-016	 灰:5 青:2 橙:1 赤:1 黄:1 白:1
ガス	950103144-002	 灰:4 黒:2 紫:1 赤:1 橙:1 黄:1 緑:1
ガス	950104002-012	 灰:7 紫:1 茶:1 黄:1 黒:1
財界	950106155-005	 黄:3 灰:3 紫:2 桃:1 黒:1 白:1
財界	950106155-005	 黒:3 茶:2 灰:2 赤:1 黄:1 白:1 緑:1
財界	950106138-002	 紫:2 黄:2 黒:2 灰:2 青:1 白:1 緑:1
安全	950107006-002	 赤:5 緑:2 青:1 黄:1 黒:1 白:1
安全	950106173-004	 緑:3 茶:2 紫:1 赤:1 青:1 黄:1 灰:1 白:1
安全	950104157-005	 赤:2 黒:2 白:2 緑:2 茶:1 黄:1 灰:1
宗教	950105016-011	 灰:4 紫:3 白:2 桃:1 黒:1
宗教	950105120-001	 灰:4 紫:2 青:1 赤:1 黒:1 白:1 緑:1
宗教	950101067-003	 白:5 紫:2 灰:2 黒:2
絵画	950105145-005	 茶:3 橙:2 緑:2 青:1 紫:1 灰:1 白:1
絵画	950105150-006	 青:2 赤:2 灰:2 白:2 茶:1 桃:1 緑:1
絵画	950105145-009	 緑:3 橙:2 茶:2 紫:1 赤:1 黄:1 白:1
メダル	950101091-004	 黄:7 黒:2 茶:1 白:1
メダル	950101093-008	 黄:6 白:3 灰:2
メダル	950107100-013	 茶:2 黄:2 白:2 青:1 橙:1 黒:1 灰:1 緑:1
連敗	950101078-022	 黒:5 灰:3 青:1 赤:1 黄:1
連敗	950104080-002	 黒:8 黄:1 灰:1 白:1
連敗	950105109-009	 黒:9 赤:1 黄:1
生命	950104075-002	 赤:4 黄:3 白:3 茶:1
生命	950104063-007	 緑:3 青:2 赤:2 白:2 黄:1 桃:1
生命	950104044-005	 青:4 緑:4 茶:1 赤:1 白:1
責任	950106105-010	 赤:4 青:2 黄:2 茶:1 黒:1 白:1
責任	950106164-003	 黒:6 灰:3 橙:1 黄:1
責任	950101041-005	 青:3 赤:2 黒:2 橙:1 灰:1 白:1 緑:1
波乱	950104077-004	 青:3 黒:3 赤:2 紫:1 橙:1 黄:1
波乱	950101024-021	 青:3 赤:3 黄:3 橙:1 灰:1
波乱	950105109-002	 赤:4 紫:2 黄:2 灰:1 黒:1 緑:1
デルタ	950101159-028	 青:3 茶:2 黄:2 緑:2 橙:1 黒:1
デルタ	950101159-024	 緑:3 橙:2 紫:1 青:1 茶:1 黒:1 灰:1 白:1
デルタ	950101159-016	 茶:2 灰:2 緑:2 紫:1 青:1 黄:1 黒:1 白:1
意思	950105016-031	 赤:4 青:3 紫:1 茶:1 黄:1 白:1
意思	950106011-011	 白:4 黄:3 赤:2 青:1 緑:1
意思	950101104-005	 白:3 茶:2 赤:2 灰:2 青:1 緑:1
悪態	950107129-023	 黒:8 紫:2 赤:1
悪態	950107129-024	 黒:6 紫:1 赤:1 桃:1 灰:1 緑:1
悪態	950107129-025	 黒:6 青:1 紫:1 灰:1 白:1 緑:1
湾	950106131-002	 青:6 橙:2 赤:1 黄:1 灰:1
湾	950106134-006	 青:7 紫:1 橙:1 黒:1 白:1
湾	950101151-002	 青:8 紫:1 橙:1 灰:1
納得	950104047-008	 青:3 緑:3 橙:2 紫:1 黄:1 白:1
納得	950106158-007	 橙:2 黄:2 黒:2 灰:2 紫:1 茶:1 白:1
納得	950106158-002	 青:2 黄:2 黒:2 紫:1 赤:1 緑:1 茶:1 橙:1
武装	950107006-006	 灰:4 黒:3 茶:2 紫:1 赤:1
武装	950107006-006	 黒:4 赤:2 茶:2 灰:2 紫:1
武装	950106045-005	 黒:5 赤:3 灰:2 茶:1
目的	950105203-004	 青:2 茶:2 黒:2 白:2 橙:1 黄:1 緑:1
目的	950106168-008	 青:3 白:2 紫:1 緑:1 橙:1 黄:1 灰:1 黒:1
目的	950103014-006	 白:3 赤:2 黒:2 青:1 紫:1 茶:1 橙:1
言葉	950104087-021	 黒:3 緑:2 紫:1 青:1 茶:1 橙:1 黄:1 灰:1
言葉	950104177-004	 白:3 緑:3 黒:2 青:1 橙:1 茶:1
言葉	950105182-006	 青:4 緑:3 赤:1 黄:1 灰:1 黒:1
出稼ぎ	950101157-015	 黄:3 赤:2 緑:2 青:1 茶:1 灰:1 桃:1
出稼ぎ	950101161-008	 茶:6 赤:2 橙:1 黄:1 緑:1
出稼ぎ	950101073-018	 茶:3 灰:3 赤:1 橙:1 黄:1 桃:1 緑:1
政府	950101161-009	 灰:4 茶:2 白:2 青:1 黒:1 緑:1
政府	950106195-005	 黒:3 灰:3 紫:2 茶:1 白:1 緑:1
政府	950101157-005	 白:4 灰:3 黒:2 青:1 茶:1
両院	950105016-042	 茶:2 黒:2 灰:2 紫:1 青:1 黄:1 白:1 緑:1
両院	950106051-001	 青:3 橙:2 黒:2 灰:2 紫:1 赤:1
両院	950105182-002	 白:4 橙:2 茶:2 黒:2 灰:1
国王	950101039-001	 黄:4 緑:3 紫:1 赤:1 灰:1 白:1
国王	950106051-002	 白:4 赤:2 黄:2 紫:1 灰:1 緑:1
国王	950104025-004	 黄:3 茶:2 赤:2 紫:1 橙:1 灰:1 白:1
幕	950105205-002	 赤:6 黒:2 橙:1 黄:1 緑:1
幕	950101109-001	 黒:7 赤:3 緑:1
幕	950107044-007	 黒:4 灰:2 白:2 紫:1 赤:1 橙:1
友達	950104132-016	 緑:3 青:2 橙:2 紫:1 赤:1 桃:1 白:1
友達	950105234-009	 黄:3 青:2 桃:2 橙:1 茶:1 黒:1 緑:1
友達	950104069-013	 桃:3 緑:3 橙:2 赤:1 黄:1 白:1
風	950106199-003	 白:7 青:3 緑:1
風	950101142-022	 青:5 緑:2 橙:1 灰:1 桃:1 白:1
風	950105115-012	 青:6 白:3 緑:2
所	950104175-009	 灰:4 黒:2 白:2 緑:2 茶:1
所	950101157-007	 灰:4 黒:3 白:3 緑:1
所	950105232-004	 灰:4 黒:3 黄:2 青:1 白:1
放映	950104195-029	 白:4 黄:2 橙:1 赤:1 茶:1 桃:1 灰:1
放映	950103029-004	 黄:3 灰:3 青:1 紫:1 橙:1 白:1 緑:1
放映	950105181-010	 灰:3 青:2 白:2 緑:2 赤:1 橙:1
行動	950104160-007	 青:6 茶:2 黒:2 灰:1
行動	950107006-002	 黒:4 青:2 赤:2 茶:1 黄:1 緑:1
行動	950104160-006	 灰:4 紫:2 茶:2 赤:1 白:1 緑:1
新生	950105145-024	 白:6 緑:3 青:1 赤:1
新生	950105145-026	 青:3 白:3 黒:2 緑:2 茶:1
新生	950105101-003	 白:5 赤:3 青:1 黄:1 桃:1
発効	950104160-002	 青:3 橙:3 赤:1 茶:1 黒:1 灰:1 白:1
発効	950107059-002	 白:4 茶:2 灰:2 青:1 橙:1 黄:1
発効	950104216-004	 赤:3 青:2 紫:1 桃:1 黄:1 黒:1 灰:1 白:1
法	950104016-003	 白:4 茶:3 灰:2 黒:1 緑:1
法	950105033-003	 黒:4 灰:4 紫:2 白:1
法	950105182-009	 灰:3 白:3 黒:2 紫:1 青:1 茶:1
保持	950106185-006	 青:4 橙:3 灰:2 黄:1 白:1
保持	950101078-038	 白:4 紫:2 青:1 橙:1 黒:1 灰:1 緑:1
保持	950107100-014	 黄:4 青:3 黒:2 赤:1 白:1
重	950106021-017	 黒:7 灰:3 茶:1
重	950106160-003	 黒:7 灰:2 青:1 紫:1
重	950105151-004	 赤:2 黒:2 紫:1 桃:1 茶:1 橙:1 黄:1 灰:1 白:1
父親	950101074-038	 青:4 黒:3 茶:2 赤:1 橙:1
父親	950104099-003	 青:5 茶:2 黒:2 灰:1 緑:1
父親	950105035-012	 黒:6 茶:3 青:1 紫:1
習慣	950104230-002	 青:5 赤:2 橙:1 茶:1 白:1 緑:1
習慣	950103140-002	 橙:2 黒:2 白:2 緑:2 青:1 紫:1 黄:1
習慣	950105017-009	 青:5 白:3 緑:2 黒:1
補佐	950106082-031	 灰:3 緑:2 青:1 紫:1 茶:1 橙:1 黒:1 白:1
補佐	950106082-029	 赤:2 茶:2 黒:2 緑:2 青:1 黄:1 灰:1
補佐	950103032-007	 灰:3 茶:2 黄:2 青:1 紫:1 黒:1 白:1
年代	950105025-011	 黒:4 橙:3 黄:3 灰:1
年代	950105145-015	 灰:3 茶:2 黒:2 白:2 紫:1 赤:1
年代	950104063-005	 灰:3 白:3 茶:2 橙:1 桃:1 緑:1
幹線	950105035-011	 黄:2 黒:2 白:2 赤:1 桃:1 緑:1 青:1 橙:1
幹線	950105055-005	 黄:3 灰:2 緑:2 紫:1 青:1 赤:1 白:1
幹線	950101071-007	 灰:4 赤:1 緑:1 青:1 茶:1 黄:1 黒:1 白:1
本気	950105013-009	 赤:6 青:1 紫:1 橙:1 灰:1 黒:1
本気	950105009-002	 赤:6 青:1 橙:1 桃:1 黒:1 灰:1
本気	950103008-060	 赤:4 灰:2 緑:2 青:1 黄:1 白:1
恒例	950103096-001	 白:4 桃:2 緑:2 橙:1 黄:1 黒:1
恒例	950105205-008	 赤:5 橙:2 桃:2 黒:1 白:1
恒例	950105233-002	 紫:2 橙:2 赤:2 黄:2 青:1 白:1 緑:1
利用	950103120-010	 黄:3 青:2 緑:2 赤:1 橙:1 灰:1 白:1
利用	950103001-005	 青:2 灰:2 白:2 緑:2 橙:1 黄:1 黒:1
利用	950103103-005	 黒:3 青:2 黄:2 赤:1 橙:1 茶:1 白:1
回線	950103086-029	 黄:3 黒:2 白:2 青:1 紫:1 橙:1 灰:1
回線	950104227-005	 青:4 黒:2 橙:1 茶:1 赤:1 灰:1 白:1
回線	950106154-005	 黄:3 黒:3 青:2 赤:2 白:1
席	950104190-002	 灰:6 黄:2 茶:1 赤:1 黒:1
席	950106169-002	 灰:4 赤:2 黒:2 茶:1 黄:1 白:1
席	950104003-004	 白:7 黄:2 橙:1 緑:1
北西	950104160-002	 青:3 黄:3 茶:2 黒:1 灰:1 白:1
北西	950104002-007	 灰:4 青:3 緑:2 茶:1 黄:1
北西	950103134-002	 白:3 緑:3 青:1 赤:1 茶:1 灰:1 桃:1
窓口	950106157-008	 白:4 青:3 赤:1 黄:1 桃:1 緑:1
窓口	950105145-014	 白:4 青:2 黄:2 紫:1 灰:1 緑:1
窓口	950104227-007	 青:4 灰:2 緑:2 赤:1 黄:1 黒:1
たばこ	950105115-008	 灰:6 白:2 赤:1 黄:1 黒:1
たばこ	950107033-016	 灰:6 紫:1 青:1 茶:1 黒:1 白:1
たばこ	950106087-004	 灰:5 茶:3 白:2 赤:1
代表	950107125-019	 青:7 緑:2 赤:1 橙:1
代表	950107114-005	 青:3 赤:3 白:2 緑:2 黒:1
代表	950106173-010	 赤:4 青:2 紫:1 茶:1 黒:1 灰:1 白:1
同行	950106128-005	 赤:2 緑:2 黒:2 茶:1 橙:1 黄:1 灰:1 白:1
同行	950105230-003	 黒:5 紫:1 茶:1 黄:1 灰:1 白:1 緑:1
同行	950105169-002	 黒:4 灰:2 茶:1 赤:1 橙:1 白:1 緑:1
活用	950103002-004	 青:2 橙:2 黄:2 白:2 赤:1 黒:1 緑:1
活用	950105232-002	 青:5 灰:2 黄:1 桃:1 白:1 緑:1
活用	950106149-014	 橙:4 緑:3 青:1 赤:1 灰:1 黒:1
ファイバー	950106171-004	 黄:3 白:3 橙:2 青:1 黒:1 灰:1
ファイバー	950106154-005	 黄:4 白:4 橙:2 黒:1
ファイバー	950106171-002	 白:4 黄:3 青:1 橙:1 赤:1 緑:1
報酬	950104195-016	 黄:7 紫:1 青:1 黒:1 緑:1
報酬	950106021-002	 黒:3 灰:2 赤:1 桃:1 橙:1 茶:1 黄:1 白:1
報酬	950106021-007	 黄:3 青:2 橙:2 白:2 紫:1 灰:1
政権	950107008-008	 青:2 茶:2 紫:1 緑:1 橙:1 黄:1 灰:1 黒:1 白:1
政権	950106005-003	 赤:6 黒:3 紫:1 灰:1
政権	950101008-012	 灰:4 青:2 赤:2 黒:2 黄:1
近く	950105169-007	 黄:4 赤:2 白:2 茶:1 橙:1 灰:1
近く	950106172-006	 黄:3 桃:2 緑:2 青:1 赤:1 橙:1 茶:1
近く	950105230-007	 茶:2 黄:2 白:2 緑:2 赤:1 橙:1 桃:1
雪	950104184-007	 白:7 青:1 紫:1 黄:1 桃:1
雪	950107002-001	 白:10 青:1
雪	950101071-004	 白:11
後部	950104190-002	 黒:3 緑:3 灰:2 紫:1 茶:1 赤:1
後部	950104122-002	 黒:5 白:2 紫:1 青:1 赤:1 灰:1
後部	950104119-002	 紫:3 灰:3 黒:2 青:1 白:1 緑:1
追求	950101146-011	 青:4 赤:3 茶:1 橙:1 灰:1 黒:1
追求	950106150-006	 赤:3 青:2 橙:1 茶:1 黄:1 灰:1 白:1 緑:1
追求	950101061-008	 赤:3 青:2 白:2 橙:1 黄:1 桃:1 緑:1
火	950103094-004	 赤:7 橙:2 青:1 灰:1
火	950101041-002	 赤:8 紫:1 橙:1 緑:1
火	950104065-007	 赤:7 橙:2 桃:2
ウエディング	950105204-001	 白:8 橙:1 桃:1 灰:1
ウエディング	950101021-007	 白:6 桃:3 赤:2
ウエディング	950105204-001	 白:6 桃:3 赤:1 茶:1
通話	950106158-013	 青:4 橙:2 白:2 灰:1 黒:1 緑:1
通話	950104227-006	 青:3 緑:3 黒:2 橙:1 黄:1 桃:1
通話	950104227-001	 青:3 緑:3 黒:2 橙:1 灰:1 白:1
打倒	950104120-005	 赤:9 青:1 黒:1
打倒	950105044-013	 赤:4 黒:3 青:1 黄:1 灰:1 緑:1
打倒	950105096-013	 赤:8 橙:2 白:1
在	950106021-004	 青:3 赤:2 白:2 紫:1 橙:1 黒:1 灰:1
在	950105051-002	 灰:3 青:2 赤:2 黒:2 黄:1 白:1
在	950107007-008	 緑:2 橙:2 灰:2 紫:1 赤:1 青:1 茶:1 白:1
リサイクル	950106149-014	 緑:7 茶:2 赤:1 灰:1
リサイクル	950106149-014	 緑:6 青:2 赤:1 灰:1 白:1
リサイクル	950106149-014	 緑:6 青:4 黄:1
本国	950101073-040	 茶:4 緑:3 白:2 紫:1 青:1
本国	950106046-006	 茶:3 青:2 緑:2 紫:1 橙:1 黒:1 白:1
本国	950101073-023	 緑:4 青:3 黒:2 橙:1 白:1
工夫	950101083-002	 青:3 橙:2 黄:2 緑:2 灰:1 桃:1
工夫	950105128-012	 灰:3 橙:2 黄:2 青:1 茶:1 桃:1 白:1
工夫	950105128-001	 緑:5 黄:4 青:2
兄弟	950105082-007	 茶:3 赤:2 白:2 緑:2 青:1 桃:1
兄弟	950101074-018	 青:5 緑:2 紫:1 橙:1 桃:1 白:1
兄弟	950107115-007	 青:4 橙:2 緑:2 黄:1 灰:1 白:1
浮上	950103052-001	 青:3 橙:2 黄:2 白:2 桃:1 緑:1
浮上	950103029-010	 青:4 白:2 橙:1 赤:1 茶:1 黄:1 緑:1
浮上	950106110-001	 青:5 赤:2 桃:2 黄:1 灰:1
コンビ	950107125-020	 黄:3 橙:2 緑:2 赤:1 桃:1 黒:1 白:1
コンビ	950103083-010	 紫:2 青:2 橙:2 黄:2 茶:1 黒:1 緑:1
コンビ	950105112-001	 青:3 黄:3 紫:1 赤:1 桃:1 黒:1 緑:1
ワン	950101152-005	 青:3 赤:3 白:3 茶:1 緑:1
ワン	950104114-001	 白:4 黄:2 茶:1 赤:1 桃:1 灰:1 黒:1
ワン	950101152-012	 白:5 青:2 橙:2 赤:1 黄:1
ピアノ	950105176-001	 黒:7 紫:1 橙:1 赤:1 白:1
ピアノ	950105204-001	 黒:10 緑:1
ピアノ	950105176-001	 黒:7 白:2 青:1 橙:1
埋め立て	950105146-004	 茶:5 灰:2 黄:1 黒:1 白:1 緑:1
埋め立て	950106149-014	 茶:6 青:1 黒:1 灰:1 桃:1 緑:1
埋め立て	950105146-001	 茶:7 青:2 灰:1 白:1
床	950105242-003	 茶:5 黒:3 紫:1 灰:1 白:1
床	950105085-014	 茶:6 灰:2 橙:1 黄:1 桃:1
床	950105067-003	 茶:6 灰:4 黒:1
物語	950107129-009	 青:2 橙:2 茶:2 緑:2 黒:1 桃:1 白:1
物語	950104184-006	 黒:2 灰:2 紫:1 赤:1 緑:1 青:1 茶:1 黄:1 白:1
物語	950104223-001	 茶:4 黒:2 白:2 青:1 黄:1 緑:1
野党	950105044-007	 黒:5 灰:3 青:1 茶:1 緑:1
野党	950103023-001	 緑:3 紫:2 赤:2 黒:2 茶:1 灰:1
野党	950105044-002	 赤:3 緑:3 灰:2 紫:1 茶:1 黒:1
葉	950107026-011	 緑:9 青:2
葉	950103095-006	 緑:9 茶:1 白:1
葉	950103095-005	 緑:7 茶:2 青:1 黒:1
母親	950105115-014	 桃:7 橙:2 赤:2
母親	950103004-001	 桃:8 青:1 灰:1 白:1
母親	950107050-007	 赤:4 桃:4 紫:1 茶:1 白:1
信者	950105242-003	 白:6 灰:3 青:1 緑:1
信者	950105242-002	 白:3 青:2 紫:2 黄:2 赤:1 灰:1
信者	950105120-001	 黒:3 灰:3 白:3 青:2
同時	950101075-001	 青:3 黒:3 桃:2 白:2 黄:1
同時	950105176-019	 青:2 赤:2 黄:2 茶:1 桃:1 灰:1 白:1 緑:1
同時	950106154-005	 青:2 橙:2 黄:2 白:2 茶:1 灰:1 緑:1
内閣	950104144-003	 灰:3 黒:2 紫:1 赤:1 青:1 橙:1 茶:1 黄:1
内閣	950101008-019	 灰:4 橙:2 黒:2 紫:1 茶:1 緑:1
内閣	950101003-001	 黒:4 黄:2 紫:1 青:1 茶:1 灰:1 白:1
